dataset,subject,session,freesurfer741ants243__Brainstem,freesurfer741ants243__Left-Accumbens-area,freesurfer741ants243__Left-Amygdala,freesurfer741ants243__Left-Caudate,freesurfer741ants243__Left-Hippocampus,freesurfer741ants243__Left-Pallidum,freesurfer741ants243__Left-Putamen,freesurfer741ants243__Left-Thalamus,freesurfer741ants243__Right-Accumbens-area,freesurfer741ants243__Right-Amygdala,freesurfer741ants243__Right-Caudate,freesurfer741ants243__Right-Hippocampus,freesurfer741ants243__Right-Pallidum,freesurfer741ants243__Right-Putamen,freesurfer741ants243__Right-Thalamus,freesurfer8001ants243__Brainstem,freesurfer8001ants243__Left-Accumbens-area,freesurfer8001ants243__Left-Amygdala,freesurfer8001ants243__Left-Caudate,freesurfer8001ants243__Left-Hippocampus,freesurfer8001ants243__Left-Pallidum,freesurfer8001ants243__Left-Putamen,freesurfer8001ants243__Left-Thalamus,freesurfer8001ants243__Right-Accumbens-area,freesurfer8001ants243__Right-Amygdala,freesurfer8001ants243__Right-Caudate,freesurfer8001ants243__Right-Hippocampus,freesurfer8001ants243__Right-Pallidum,freesurfer8001ants243__Right-Putamen,freesurfer8001ants243__Right-Thalamus,fslanat6071ants243__Brainstem,fslanat6071ants243__Left-Accumbens-area,fslanat6071ants243__Left-Amygdala,fslanat6071ants243__Left-Caudate,fslanat6071ants243__Left-Hippocampus,fslanat6071ants243__Left-Pallidum,fslanat6071ants243__Left-Putamen,fslanat6071ants243__Left-Thalamus,fslanat6071ants243__Right-Accumbens-area,fslanat6071ants243__Right-Amygdala,fslanat6071ants243__Right-Caudate,fslanat6071ants243__Right-Hippocampus,fslanat6071ants243__Right-Pallidum,fslanat6071ants243__Right-Putamen,fslanat6071ants243__Right-Thalamus,samseg8001ants243__Brainstem,samseg8001ants243__Left-Accumbens-area,samseg8001ants243__Left-Amygdala,samseg8001ants243__Left-Caudate,samseg8001ants243__Left-Hippocampus,samseg8001ants243__Left-Pallidum,samseg8001ants243__Left-Putamen,samseg8001ants243__Left-Thalamus,samseg8001ants243__Right-Accumbens-area,samseg8001ants243__Right-Amygdala,samseg8001ants243__Right-Caudate,samseg8001ants243__Right-Hippocampus,samseg8001ants243__Right-Pallidum,samseg8001ants243__Right-Putamen,samseg8001ants243__Right-Thalamus
FastSurfer,sub-044,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20848.640932,438.27202,1406.464063,3768.832168,4020.22418,1739.264078,5030.912225,8446.464378,257.536012,1317.888059,3424.256153,3904.512175,1755.648078,4615.680206,8291.840371,,,,,,,,,,,,,,,
FastSurfer,sub-045,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20762.112928,569.344025,1385.472062,3991.552178,3706.880166,1529.856068,4486.144201,8240.128368,452.60802,1689.600076,3949.568177,3771.904169,1634.816073,4431.360198,7801.856349,,,,,,,,,,,,,,,
FastSurfer,sub-046,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21997.5,386.25,1286.25,3661.25,3047.5,1738.75,4522.5,7475.0,396.25,1303.75,3552.5,3563.75,1821.25,4515.0,7015.0,,,,,,,,,,,,,,,
FastSurfer,sub-047,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17718.75,148.974609,1301.220703,3103.417969,2851.611328,1049.414062,4635.351562,6492.919922,147.65625,1125.878906,3487.060547,3875.976562,1240.576172,4363.769531,6392.724609,,,,,,,,,,,,,,,
FastSurfer,sub-048,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22404.609002,369.152017,1625.088073,3493.888156,3646.464163,1750.528078,4437.504198,7925.760354,357.888016,1535.488069,3483.136156,3427.328153,1650.688074,4402.688197,7728.640345,,,,,,,,,,,,,,,
FastSurfer,sub-049,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24956.25,368.75,948.75,3226.25,2758.75,1691.25,3768.75,7715.0,98.75,952.5,3705.0,3063.75,1665.0,3971.25,7362.5,,,,,,,,,,,,,,,
FastSurfer,sub-050,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25041.409119,750.592034,1756.672079,3793.92017,4019.20018,1917.952086,4928.51222,9373.184419,698.368031,1630.208073,3985.408178,4167.680186,1896.448085,5458.432244,9146.368409,,,,,,,,,,,,,,,
FastSurfer,sub-051,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22369.772857,647.583967,1540.069921,3502.029821,3714.00381,1582.944919,4744.375758,7314.131626,522.731973,1531.151922,3532.55682,3648.490814,1714.656912,4699.78576,7252.048629,,,,,,,,,,,,,,,
FastSurfer,sub-052,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21791.162109,454.833984,1241.894531,2901.708984,2932.03125,1862.841797,4454.736328,7225.927734,474.609375,1293.310547,3115.283203,2906.982422,1864.160156,4868.701172,7452.685547,,,,,,,,,,,,,,,
FastSurfer,sub-053,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22604.041845,631.119968,1402.526928,3387.810827,3581.948817,1802.464908,4859.280752,7809.080601,243.872988,1631.650917,3466.014823,3795.294806,1729.405912,4762.211757,7820.3996,,,,,,,,,,,,,,,
FastSurfer,sub-054,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18517.197054,583.78597,1422.420927,4215.126785,3334.30283,1790.802909,5146.028737,7713.726606,490.489975,1655.317915,4290.586781,3321.61183,1708.482913,5225.261733,7785.413602,,,,,,,,,,,,,,,
FastSurfer,sub-055,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22610.433011,526.336024,1347.58406,3804.16017,3836.416172,1634.816073,4681.728209,8468.480379,622.080028,1431.552064,3879.936173,4133.888185,1674.752075,4987.904223,8375.808374,,,,,,,,,,,,,,,
FastSurfer,sub-056,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24291.841086,552.448025,1507.328067,4392.448196,4158.976186,2077.184093,5523.456247,8834.560395,556.544025,1139.712051,4187.648187,4226.560189,2046.464091,5378.04824,8899.584398,,,,,,,,,,,,,,,
FastSurfer,sub-057,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20938.798752,704.399958,985.199941,3293.999804,3289.199804,1905.599886,4863.59971,7983.599524,458.399973,1220.399927,3496.799792,3547.199789,1831.199891,4910.399707,7711.19954,,,,,,,,,,,,,,,
FastSurfer,sub-058,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25121.25,245.0,1712.5,2223.75,3252.5,1388.75,4023.75,7526.25,302.5,1513.75,3006.25,3468.75,1488.75,4405.0,7496.25,,,,,,,,,,,,,,,
FastSurfer,sub-059,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26187.705662,586.87297,1751.700911,3715.71881,4396.573775,1962.3029,5435.177722,9288.782525,481.914975,1667.322915,3684.162812,4467.574772,2021.984897,5215.657734,8808.58255,,,,,,,,,,,,,,,
FastSurfer,sub-060,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27328.513222,774.656035,1779.20008,3663.872164,4449.280199,1784.83208,5099.520228,9833.98444,668.67203,1654.784074,3899.904174,4491.776201,2037.248091,5528.064247,9194.496411,,,,,,,,,,,,,,,
FastSurfer,sub-061,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20574.510949,534.050973,1257.437936,3408.047826,3726.69481,1746.212911,4482.323771,7716.813606,584.12897,1324.322932,3462.241823,3335.67483,1504.740923,4617.808764,7811.481601,,,,,,,,,,,,,,,
FastSurfer,sub-062,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31853.569424,741.888033,1970.176088,4596.224205,4498.432201,2326.528104,6623.232296,10203.136456,400.896018,1975.808088,4478.9762,4811.264215,2270.720102,6415.872287,9782.784437,,,,,,,,,,,,,,,
FastSurfer,sub-063,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24467.5,761.25,1640.0,4348.75,4446.25,2133.75,5892.5,9087.5,660.0,1553.75,4415.0,3931.25,2195.0,5388.75,8806.25,,,,,,,,,,,,,,,
FastSurfer,sub-064,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22925.432829,541.939972,1269.785935,3578.518817,3883.445802,1732.492911,4879.517751,8250.178579,465.793976,1041.347947,3710.57381,4323.171779,1796.290908,4776.274756,7995.329592,,,,,,,,,,,,,,,
FastSurfer,sub-065,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28791.297287,640.000029,1508.352067,4133.888185,4168.192186,1853.952083,5496.320246,9550.848427,297.472013,1622.528073,3961.856177,4157.952186,1833.984082,5225.984234,9186.304411,,,,,,,,,,,,,,,
FastSurfer,sub-066,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21108.0,230.0,1001.0,3048.0,2390.0,1709.0,3679.0,6424.0,102.0,1043.0,3255.0,2304.0,1736.0,3732.0,6285.0,,,,,,,,,,,,,,,
FastSurfer,sub-067,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22143.105586,640.003052,1235.005889,3227.015388,3762.017939,1656.007896,4874.023241,7429.035424,382.001822,1402.006685,3214.015326,3797.018106,1877.00895,4959.023646,7205.034356,,,,,,,,,,,,,,,
FastSurfer,sub-068,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26217.006251,847.000202,1691.000403,4159.000992,4273.001019,1916.000457,5601.001335,9321.002222,622.000148,1725.000411,4220.001006,4460.001063,2015.00048,5422.001293,9153.002182,,,,,,,,,,,,,,,
FastSurfer,sub-069,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22394.970703,503.613281,1235.302734,3041.455078,3177.246094,1645.3125,4388.818359,7813.916016,355.957031,1034.912109,3107.373047,3174.609375,1595.214844,4407.275391,7272.070312,,,,,,,,,,,,,,,
FastSurfer,sub-070,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22913.537024,418.304019,1427.968064,3286.528147,3988.992178,1645.568074,4969.984222,8607.744385,272.384012,1374.720061,3522.560157,4327.424193,1709.056076,4698.62421,8171.008365,,,,,,,,,,,,,,,
FastSurfer,sub-071,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22802.398641,431.999974,1419.599915,3361.1998,3544.799789,1727.999897,3946.799765,7989.599524,422.399975,1546.799908,3542.399789,3332.399801,1726.799897,4120.799754,7821.599534,,,,,,,,,,,,,,,
FastSurfer,sub-072,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24937.057014,141.328271,970.313502,3581.72245,2230.666367,1571.485999,3948.75408,7485.124921,257.344016,1400.626447,3559.57399,2356.174309,1584.142262,3620.745928,7070.632305,,,,,,,,,,,,,,,
FastSurfer,sub-073,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22328.0,328.0,1428.0,2900.0,3433.0,1582.0,4353.0,7034.0,253.0,1253.0,3156.0,3921.0,1615.0,4543.0,7188.0,,,,,,,,,,,,,,,
FastSurfer,sub-074,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24915.911263,728.788295,1092.655099,4110.112859,3607.027452,2115.700897,5185.892977,8702.217399,562.147846,1284.608022,4172.339356,4051.050422,2203.239867,5297.689734,8660.029943,,,,,,,,,,,,,,,
FastSurfer,sub-075,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22277.848862,471.624976,1132.585942,3602.185816,3499.285821,1628.906917,5542.879717,7808.051601,471.967976,1650.515916,3456.410823,3513.69182,1685.158914,5335.021727,7744.596604,,,,,,,,,,,,,,,
FastSurfer,sub-076,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25765.889152,508.928023,1523.200068,3913.728175,3475.968155,1818.112081,4925.95222,9260.032414,597.504027,1645.056074,3779.584169,3850.752172,1886.720084,5722.624256,8699.904389,,,,,,,,,,,,,,,
FastSurfer,sub-077,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28824.0,570.0,1820.0,3397.0,3534.0,1884.0,5511.0,8285.0,456.0,1666.0,3838.0,4045.0,2192.0,5358.0,8412.0,,,,,,,,,,,,,,,
FastSurfer,sub-078,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23179.265036,616.960028,1374.720061,3265.024146,3812.86417,1469.440066,4534.784203,8042.49636,412.672018,1645.056074,3188.224143,3611.136161,1645.568074,4684.800209,7885.312353,,,,,,,,,,,,,,,
FastSurfer,sub-079,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18668.117046,353.975982,1278.703935,3054.071844,3366.544828,1585.002919,4859.623752,6652.14166,335.796983,1128.469942,2925.446851,2968.664848,1455.348926,4288.185781,6340.011676,,,,,,,,,,,,,,,
FastSurfer,sub-080,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26285.057175,412.672018,1309.696059,4197.888188,3884.032174,1897.984085,4569.088204,9457.664423,465.920021,2034.176091,4271.104191,4087.808183,2082.304093,4777.472214,9170.43241,,,,,,,,,,,,,,,
FastSurfer,sub-081,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20595.0,706.25,1551.25,2992.5,3695.0,1562.5,4772.5,7868.75,461.25,1335.0,3008.75,3756.25,1603.75,4788.75,7753.75,,,,,,,,,,,,,,,
FastSurfer,sub-082,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22838.653833,642.095967,1184.03594,3791.521806,3635.113814,1710.197913,4728.254758,7912.323596,434.237978,982.69495,3696.510811,3357.626828,1671.781915,4951.547747,7761.403603,,,,,,,,,,,,,,,
FastSurfer,sub-083,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19204.0,554.0,820.0,3017.0,3700.0,1428.0,4638.0,7978.0,423.0,866.0,3076.0,3254.0,1781.0,4538.0,7891.0,,,,,,,,,,,,,,,
FastSurfer,sub-084,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21736.594889,431.836978,1536.639921,3805.584806,3434.458825,1712.598913,5180.671735,8257.381578,626.317968,1597.007918,3873.498802,3401.873826,1694.419913,5227.662733,7812.510601,,,,,,,,,,,,,,,
FastSurfer,sub-085,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22478.531017,467.226071,1512.420282,3648.160221,3535.308777,1776.09188,4868.432373,7773.03869,148.710781,1552.498365,3608.082138,3596.480588,1608.396744,4390.659439,7782.530867,,,,,,,,,,,,,,,
FastSurfer,sub-086,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19988.323979,596.13397,1229.311937,3267.760833,3139.82184,1610.384918,4961.494747,8050.552589,491.518975,1187.465939,3310.978831,3554.851818,1607.983918,5101.438739,7872.878598,,,,,,,,,,,,,,,
FastSurfer,sub-087,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25102.796718,786.49896,1587.746919,4436.361773,6412.384672,1810.010908,5427.631723,10057.445486,581.38497,1176.83294,4670.630761,4160.932787,1914.968902,5614.223713,9773.441501,,,,,,,,,,,,,,,
FastSurfer,sub-088,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19321.198848,217.199987,850.799949,2627.999843,1822.799891,1285.199923,2905.199827,5066.399698,105.599994,874.799948,3178.799811,2133.599873,1307.999922,3250.799806,5851.199651,,,,,,,,,,,,,,,
FastSurfer,sub-089,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22951.25,513.75,1401.25,3797.5,3340.0,2586.25,5867.5,7848.75,417.5,1470.0,4017.5,3166.25,1510.0,6356.25,7812.5,,,,,,,,,,,,,,,
FastSurfer,sub-090,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22408.188855,300.810985,689.429965,4029.906794,4093.018791,1714.313912,4665.828762,8518.747565,271.312986,873.277955,3582.977817,3261.929833,1737.294911,4405.491775,8065.644588,,,,,,,,,,,,,,,
FastSurfer,sub-091,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21586.944965,552.960025,1536.000069,4024.32018,3516.928157,1721.344077,5677.568254,9016.832403,585.216026,1360.384061,3920.896175,3731.456167,1710.080076,5470.720245,8294.400371,,,,,,,,,,,,,,,
FastSurfer,sub-092,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.697971,594.41897,1466.667925,3407.704826,3881.730802,1708.139913,5152.888737,8163.056583,541.596972,1601.123918,3856.005803,3990.804796,1774.681909,5008.485744,8054.668588,,,,,,,,,,,,,,,
FastSurfer,sub-093,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19852.152986,705.550964,1213.190938,3738.013809,3289.026832,1872.436904,5317.185728,8536.583564,513.127974,1273.558935,3921.5188,3496.198821,1833.334906,5302.436729,8318.092575,,,,,,,,,,,,,,,
FastSurfer,sub-094,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24100.865077,644.096029,1626.112073,3785.728169,3979.264178,1653.760074,5563.904249,8863.232396,436.22402,1714.176077,3981.312178,3637.248163,1703.936076,5791.232259,8470.016379,,,,,,,,,,,,,,,
FastSurfer,sub-095,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22103.604871,631.805968,1286.249934,3965.079797,3554.165818,1902.963903,5575.464715,8781.485551,459.962977,1612.785918,3917.0598,3045.496844,1858.716905,5453.356721,8179.177582,,,,,,,,,,,,,,,
FastSurfer,sub-096,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17433.75,406.25,1093.75,3466.25,3778.75,1682.5,5441.25,7958.75,356.25,860.0,3632.5,4146.25,1638.75,4971.25,7703.75,,,,,,,,,,,,,,,
FastSurfer,sub-097,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24510.9375,615.673828,1179.931641,3442.236328,3982.763672,1734.960938,5438.232422,8912.109375,599.853516,1285.400391,3665.039062,4164.697266,2048.730469,5407.910156,8366.308594,,,,,,,,,,,,,,,
FastSurfer,sub-098,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21437.053665,548.001372,1161.002906,3103.007768,3152.007891,1469.003677,4958.012412,7602.019031,496.001242,745.001865,2983.007468,3646.009127,1566.00392,4710.011791,7522.018831,,,,,,,,,,,,,,,
FastSurfer,sub-099,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23378.192806,562.176971,1307.858933,3398.443826,3321.61183,1452.947926,4202.778785,7559.376614,376.270981,1242.345937,3411.820826,3286.282832,1616.558917,4303.27778,7239.35763,,,,,,,,,,,,,,,
FastSurfer,sub-100,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25821.185154,631.808028,1500.672067,3782.144169,4096.512183,1991.168089,5220.864233,8771.072392,543.232024,1496.064067,3817.472171,4861.952217,1960.960088,4846.080217,9044.480404,,,,,,,,,,,,,,,
FastSurfer,sub-101,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21599.232966,570.368025,1696.768076,3922.432175,4070.912182,1905.664085,6369.280285,8997.888402,498.176022,1405.952063,3844.096172,4238.336189,1843.200082,6049.28027,9157.120409,,,,,,,,,,,,,,,
FastSurfer,sub-102,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15251.25,140.0,678.75,2162.5,2663.75,915.0,2526.25,5046.25,150.0,813.75,1812.5,2570.0,982.5,2385.0,5190.0,,,,,,,,,,,,,,,
FastSurfer,sub-103,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21184.800842,297.600012,1616.400064,2632.800105,2271.60009,1675.200067,4077.600162,7334.400291,255.60001,1423.200057,3026.40012,2552.400101,1675.200067,4564.800181,7101.600282,,,,,,,,,,,,,,,
FastSurfer,sub-104,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28356.25,623.75,1541.25,3651.25,3895.0,1870.0,4815.0,8833.75,333.75,1426.25,4056.25,3982.5,1808.75,4776.25,8623.75,,,,,,,,,,,,,,,
FastSurfer,sub-105,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24480.0,633.75,1377.5,3507.5,4022.5,1760.0,4842.5,9551.25,536.25,1466.25,3555.0,4072.5,2077.5,4538.75,9151.25,,,,,,,,,,,,,,,
FastSurfer,sub-106,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24855.000988,487.500019,1779.375071,3710.625147,3819.375152,1938.750077,5145.000204,8409.375334,382.500015,1265.62505,3967.500158,3795.000151,2021.25008,4873.125194,8248.125328,,,,,,,,,,,,,,,
FastSurfer,sub-107,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24163.84108,459.776021,1394.688062,3781.120169,4137.472185,1559.04007,5119.488229,8407.040376,367.616016,1508.352067,3401.728152,3974.656178,1723.392077,5086.208227,8387.584375,,,,,,,,,,,,,,,
FastSurfer,sub-108,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22590.0,491.25,1426.25,3255.0,3020.0,1806.25,3972.5,7348.75,527.5,1306.25,3336.25,3642.5,2163.75,4042.5,7218.75,,,,,,,,,,,,,,,
FastSurfer,sub-109,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20734.348941,715.154963,1426.536927,4532.058768,3789.120806,1983.225899,5728.442707,8874.095547,727.502963,1762.33391,4771.129756,3637.857814,1958.8729,5513.038718,8767.765552,,,,,,,,,,,,,,,
FastSurfer,sub-110,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23231.940456,603.998452,1117.997135,3813.990225,3763.990353,1557.996007,5441.986052,8701.977697,674.99827,1079.997232,3827.990189,3534.99094,2111.994587,5623.985586,8661.977799,,,,,,,,,,,,,,,
FastSurfer,sub-111,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20957.184937,580.096026,1579.520071,3685.888165,4013.568179,1818.624081,5112.320229,8149.504364,357.888016,1499.136067,3829.248171,4192.256187,1869.824084,5188.608232,8042.49636,,,,,,,,,,,,,,,
FastSurfer,sub-112,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25503.974157,665.999325,1414.998566,3889.996058,3775.996174,2063.997909,5394.994533,8125.991766,562.99943,1586.998392,4029.995916,3769.99618,2072.997899,5670.994254,7634.992264,,,,,,,,,,,,,,,
FastSurfer,sub-113,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17456.641108,704.178964,1449.517926,4182.198786,3620.364815,1849.798905,5793.269704,8565.738562,581.72797,1576.427919,4209.295785,3706.114811,1863.175905,5374.123725,8643.942558,,,,,,,,,,,,,,,
FastSurfer,sub-114,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25775.0,489.0,1420.0,3780.0,2570.0,1973.0,4725.0,7776.0,255.0,1377.0,3392.0,3051.0,1967.0,4436.0,7676.0,,,,,,,,,,,,,,,
FastSurfer,sub-115,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23904.011779,466.136976,1638.510916,4349.582778,4263.146782,1745.183911,5648.180711,9394.76952,481.571975,1638.510916,4895.98175,3752.419808,1977.051899,5341.881727,8859.689547,,,,,,,,,,,,,,,
FastSurfer,sub-116,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23642.113057,535.040024,1757.696079,3819.520171,4526.592202,1898.496085,5898.240264,9338.880417,526.848024,1362.432061,4081.152182,4025.34418,1862.656083,5416.960242,8929.792399,,,,,,,,,,,,,,,
FastSurfer,sub-117,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21874.971315,596.999217,1307.998285,3245.995744,4058.994677,1945.997448,4799.993706,7872.989676,534.999298,1430.998124,3569.995319,3812.995,1826.997604,4838.993655,8106.989369,,,,,,,,,,,,,,,
FastSurfer,sub-118,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20668.75,495.0,892.5,2621.25,3065.0,1526.25,4238.75,6326.25,305.0,726.25,2886.25,2945.0,1472.5,4010.0,6240.0,,,,,,,,,,,,,,,
FastSurfer,sub-119,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22874.325831,652.042967,1539.040921,4449.395773,4050.829793,1880.668904,6059.09469,8835.679549,607.452969,1484.160924,4503.24677,4276.180782,1954.4139,6177.429684,8816.47155,,,,,,,,,,,,,,,
FastSurfer,sub-120,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21129.603918,483.04675,1342.616841,3086.014828,2890.897691,1421.718383,4792.498762,7429.216831,200.390573,1094.765342,3903.397429,2858.202387,1340.507466,4395.936365,7007.34194,,,,,,,,,,,,,,,
FastSurfer,sub-121,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15796.864193,501.122974,1174.08894,3391.926827,3801.468806,1646.742916,4304.99278,7904.091596,534.736973,1135.329942,3488.995822,3854.633803,1454.662926,4406.177775,8068.731588,,,,,,,,,,,,,,,
FastSurfer,sub-122,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23901.0,298.0,1795.0,2868.0,3564.0,1741.0,4402.0,8367.0,153.0,1839.0,3082.0,3636.0,1738.0,4095.0,7992.0,,,,,,,,,,,,,,,
FastSurfer,sub-123,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20812.895937,469.909976,1282.819934,3618.992815,3614.876815,1629.249917,4959.093747,8612.38656,583.44297,1292.766934,3847.430803,4795.825755,1747.927911,4796.854755,8460.094568,,,,,,,,,,,,,,,
FastSurfer,sub-124,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18346.0,540.0,1205.0,2809.0,3316.0,1435.0,4397.0,6966.0,303.0,1149.0,3158.0,3306.0,1578.0,4423.0,6667.0,,,,,,,,,,,,,,,
FastSurfer,sub-125,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18116.425498,558.986174,1252.972783,3311.729409,3280.088682,1615.786451,4283.099723,7627.52455,371.251195,1126.409876,3318.057555,3156.689848,1591.52856,3929.778274,7311.117282,,,,,,,,,,,,,,,
FastSurfer,sub-126,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21118.851921,675.023966,973.77695,3795.294806,3201.561836,1828.875907,5099.037739,7931.874595,450.015977,1179.57694,3872.469802,3420.395825,1490.334924,4571.160766,7814.225601,,,,,,,,,,,,,,,
FastSurfer,sub-127,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18858.45882,578.99733,1057.0152,4296.349068,4159.046063,1780.580245,5673.737948,8251.983271,685.062085,1113.679933,4026.828354,4235.32551,2134.371587,5904.755703,7420.174059,,,,,,,,,,,,,,,
FastSurfer,sub-128,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15497.082821,521.235028,860.220046,3199.58117,3219.264171,1358.127072,4207.059223,6904.359366,387.828021,787.320042,3392.03718,3366.522178,1373.436073,3783.5102,6599.63735,,,,,,,,,,,,,,,
FastSurfer,sub-129,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22823.75,553.75,1232.5,2910.0,3706.25,1746.25,4830.0,7553.75,368.75,1497.5,2958.75,4072.5,1633.75,4437.5,7595.0,,,,,,,,,,,,,,,
FastSurfer,sub-130,ses-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16311.785597,558.983989,1028.319602,2915.154234,3351.794558,1263.514751,4027.848778,7177.143475,451.405938,931.288419,3093.396299,2961.560452,1376.366236,3948.74727,7152.885679,,,,,,,,,,,,,,,
